name,gender,affliation
"['Saerin CHETTY', 'Arbee AHMED']",MALE,"['UMG', 'UMG']"
"['Saiisha NAIDU', 'Philo MOODLEY']",MALE,"['JTTA', 'NMB']"
"['Saiisha NAIDU', 'Salma SHEIK-HOOSEN']",FEMALE,"['JTTA', 'JTTA']"
"['Saiyin MOODLEY', 'Ince SLOAN']",MALE,"['UMG', 'UMG']"
"['Salma SHEIK-HOOSEN', 'Nilesh SINGH']",MALE,"['JTTA', 'JTTA']"
"['Sam ONKARABETSE', 'Thato DITHEJANE']",MALE,"['NW', 'NW']"
"['Sameera MAAL', 'Luke ABRAHAMS']",MALE,"['JTTA', 'JTTA']"
"['Samkelo CELE', 'Kethukuthula DZANIBE']",MALE,"['ETK', 'ETK']"
"['Samuel SCHRIEFF', 'Micah JONES']",MALE,"['CT', 'CT']"
"['Sarah HUNKIN', 'Larushen PADAYACHEE']",MALE,"['JTTA', 'JTTA']"
"['Sarah HUNKIN', 'Terriwoki RANGATA']",FEMALE,"['JTTA', 'JTTA']"
"['Sarah MORSNER', 'Ricardo CARRASCO']",MALE,"['JTTA', 'FS']"
"['Sarah MORSNER', 'Tamara SALIE']",FEMALE,"['JTTA', 'GN']"
"['Saranon GOVENDER', 'Ridhaa JAWITZ']",MALE,"['NMB', 'NMB']"
"['Sazi ECCLES', 'Vedansh MORYA']",MALE,"['GN', 'GN']"
"['Seipati MODIKA', 'Dimpho RAMOCHEKI']",MALE,"['LIM', 'LIM']"
"['Seipati MODIKA', 'Shantel MAILA']",FEMALE,"['LIM', 'LIM']"
"['Seth REDLINGHUYS', 'Shrian BANDU']",MALE,"['UMG', 'UMG']"
"['Shane OVERMEYER', 'Theo COGILL']",MALE,"['CW', 'CT']"
"['Shaun JONES', 'Mekhail SCHROEDER']",MALE,"['CT', 'CT']"
"['Shaun PAKO', 'Kwena MOKWENA']",MALE,"['LIM', 'LIM']"
"['Shavishka RAMALINGAM', 'Himesh PILLAY']",MALE,"['UMG', 'UMG']"
"['Shiloh SMITH', 'Munier FERHELST']",MALE,"['CT', 'CT']"
"['Shona JONES', 'Adam DOMINGO']",MALE,"['CT', 'CT']"
"['Shona JONES', 'Tamika KARRA']",FEMALE,"['CT', 'CT']"
"['Shreya NAIDOO', 'Aditi BAIJNATH']",FEMALE,"['UMG', 'UMG']"
"['Sibongwa MASIMULA', 'Siyanda ZIQUBU']",MALE,"['UMZ', 'UMZ']"
"['Siddeeq BUCKUS', 'Le Roux STRYDOM']",MALE,"['UMZ', 'USSA']"
"['Simone MAHLAMVU', 'Refilwe PHOOFOLO']",FEMALE,"['FS', 'FS']"
"['Simone MAHLAMVU', 'Rupert BESTER']",MALE,"['FS', 'FS']"
"['Simthandile NDLOVU', 'Tholwana MSIMANGO']",FEMALE,"['ETK', 'ETK']"
"['Siphelele SITHOLE', 'Simangaliso KHOZA']",MALE,"['ETK', 'ETK']"
"['Siphokazi MTHANTI', 'Minenhle KUNENE']",FEMALE,"['UMZ', 'UMZ']"
"['Siphokazi MTHANTI', 'Msizi LUSWAZI']",MALE,"['UMZ', 'UMZ']"
"['Sivarna SIVNANNAN', 'Shrian BANDU']",MALE,"['UMG', 'UMG']"
"['Sivarna SIVNANNAN', 'Suvaria MOODLEY']",FEMALE,"['UMG', 'UMG']"
"['Siyabonga MOTLOUNG', 'Siyabonga THWALA']",MALE,"['UMZ', 'UMZ']"
"['Skylyn JOSEPH', 'Njongo NQGULA']",MALE,"['CT', 'CT']"
"['So Sze Hin DICKSON', 'Rajiah ALONSO']",MALE,"['ETK', 'ETK']"
"['Solofelang MAKOKOE', 'Olerato MBOQO']",MALE,"['NW', 'NW']"
"['Stephanie BATSHOLENG', 'Sethunya BUISANYANG']",FEMALE,"['BOT', 'BOT']"
"['Sthabile MNYANDU', 'Kaitlin BIGGAS']",FEMALE,"['ETK', 'ETK']"
"['Sthabile MNYANDU', 'Yashil JAIMANGAL']",MALE,"['ETK', 'ETK']"
"['Suvaria MOODLEY', 'Aryik BHUNDOO']",MALE,"['UMG', 'UMG']"
"['Syriana SIVNANNAN', 'Diyaan RAMCHURRAN']",MALE,"['UMG', 'UMG']"
"['Syriana SIVNANNAN', 'Jordyn REDDY']",FEMALE,"['UMG', 'UMG']"
"['Taahira ISMAIL', 'Dev GOKAL']",MALE,"['ETK', 'ETK']"
"['Tadiwanashe HUSVU', 'Zayd HOOSEN']",MALE,"['GN', 'JTTA']"
"['Tamara SALIE', 'Bimal JIVRAJ']",MALE,"['GN', 'JTTA']"
"['Tamika KARRA', 'Luke DANSTER']",MALE,"['CT', 'CT']"
"['Tamika VAN AS', 'Reneilwe LEKORWE']",MALE,"['CT', 'BOT']"
"['Tamika VAN AS', 'Skylyn JOSEPH']",FEMALE,"['CT', 'CT']"
"['Tarini PILLAY', 'Tyriq BRIGRAJ']",MALE,"['UMG', 'UMG']"
"['Tayden ROYAPPEN', 'Sphamandla MNGADI']",MALE,"['UMG', 'UMG']"
"['Tayla BAILEY', 'Caitlin LINGEVELDT']",FEMALE,"['CT', 'CT']"
"['Tayla BAILEY', 'Dirk COETZEE']",MALE,"['CT', 'CT']"
"['Taylin NAIPAL', 'Ezra REDLINGHYS']",MALE,"['UMG', 'UMG']"
"['Tazmin HARRIS', 'Janine SAIT']",FEMALE,"['CT', 'CT']"
"['Tazmin HARRIS', 'Mekhail SCHROEDER']",MALE,"['CT', 'CT']"
"['Teme GOVENDER', 'Letai-Shai GOVINDSAMY']",FEMALE,"['ETK', 'ETK']"
"['Teme GOVENDER', 'Owais JACOBS']",MALE,"['ETK', 'CT']"
"['Terriwoki RANGATA', 'Matt GILCHRIST']",MALE,"['JTTA', 'JTTA']"
"['Tevia SAPIRE', 'Mark WILLIAMS']",MALE,"['JTTA', 'JTTA']"
"['Thamia KGANEDI', 'Kagiso SEJAMOHOLO']",MALE,"['NW', 'NW']"
"['Thamia KGANEDI', 'Rorisang MOILANYANE']",FEMALE,"['NW', 'NW']"
"['Thandi MATLOU', 'Thatayaone PHUSHUDI']",MALE,"['NW', 'NW']"
"['Thapelo PAPU', 'Kwanganathi DAFETI']",MALE,"['EC', 'EC']"
"['Thatayaone PHUSHUDI', 'Atlegang MAICHOTLO']",MALE,"['NW', 'NW']"
"['Tian LOUW', 'DJ SWANEVELDER']",MALE,"['CW', 'USSA']"
"['Tshepiso LEHLOO', 'Zach MITCHELL']",MALE,"['NW', 'NW']"
"['Tsholofelo MECWI', 'Thato SEKAMOENG']",MALE,"['NC', 'NC']"
"['Turzo RANCK', 'Yaqoob DOMINGO']",MALE,"['CT', 'CT']"
"['Umair PATEL', 'Keval PILLAY']",MALE,"['UMG', 'UMG']"
"['Veya PILLAY', 'Ince SLOAN']",MALE,"['UMG', 'UMG']"
"['Vukile SIBIYA', 'Samkelo NGWEU']",MALE,"['ETK', 'ETK']"
"['Wayden BROWN', 'Alexander JONES']",MALE,"['CT', 'CT']"
"['Whinley BRUINERS', 'Gershwin WILLIAMS']",MALE,"['EDEN', 'EDEN']"
"['Whinley BRUINERS', 'Marlene SWANEPOEL']",FEMALE,"['EDEN', 'EDEN']"
"['Willow SMITH', 'Jordan HARTNICK']",MALE,"['CT', 'CT']"
"['Winston MASOPHA', 'Kagiso SEJAMOHOLO']",MALE,"['NW', 'NW']"
"['Xhaiden WILLIAMS', 'Gerswin VAN HEERDEN']",MALE,"['EDEN', 'EDEN']"
"['Xoey WILLIAMS', 'Jodie GALANT']",MALE,"['CT', 'CT']"
"['Xoey WILLIAMS', 'Logan WILLEMSE']",FEMALE,"['CT', 'CT']"
"['Yashil JAIMANGAL', 'Yukail NAIDOO']",MALE,"['ETK', 'ETK']"
"['Yonela BATYO', 'Topollo MOFOKENG']",FEMALE,"['ETK', 'ETK']"
"['Yonwaba MATILOSE', 'Anethemba NYAMKHAZI']",MALE,"['EC', 'EC']"
"['Zach MITCHELL', 'Atlegang SEMETSA']",MALE,"['NW', 'NW']"
"['Zayd HOOSEN', 'Muaaz HOOSEN']",MALE,"['JTTA', 'JTTA']"
"['Zian BEUKES', 'Lian LOUW']",MALE,"['EDEN', 'EDEN']"
"['Ziyanda CELE', 'Samkelo CELE']",MALE,"['ETK', 'ETK']"
"['Zodwa MAPHANGA', 'Terrence MATHOLE']",MALE,"['GN', 'JTTA']"
